https://www.intralot.com.pe/p/juega-tinka.html
09/10/2019	0643	26 02 07 41 19 03 	34 	35 	Promoción Sí o Sí
06/10/2019	0642	01 12 17 20 27 03 	32 	29 	Promoción Sí o Sí 
02/10/2019	0641	28 13 04 09 43 44 	29 	27 40 	Promoción Sí o Sí
29/09/2019	0640	26 14 13 02 43 32 	10 	 	 
25/09/2019	0639	28 30 34 04 16 40 	32 	 	 
22/09/2019	0638	03 09 19 08 17 02 	27 	 	 
18/09/2019	0637	38 36 07 08 11 23 	41 	 	 
15/09/2019	0636	40 29 31 41 08 12 	37 	 	 
11/09/2019	0635	14 31 09 08 27 36 	22
08/09/2019	0634	06 25 09 13 15 10 	04
04/09/2019	0633	45 41 23 24 10 28 	08
01/09/2019	0632	28 43 41 32 44 45 	18
28/08/2019	0631	03 29 26 06 41 44 	07
25/08/2019	0630	37 22 07 13 35 40 	19
21/08/2019	0629	44 28 45 27 36 25 	18
18/08/2019	0628	06 08 17 15 22 03 	20
14/08/2019	0627	01 15 41 08 14 03 	06
11/08/2019	0626	30 12 35 41 04 21 	36
07/08/2019	0625	30 02 26 05 12 27 	32
04/08/2019	0624	34 32 23 11 31 39 	27
31/07/2019	0623	09 24 07 29 45 35 	13
28/07/2019	0622	24 32 15 18 28 23 	37
24/07/2019	0621	27 05 40 38 20 15 	36
21/07/2019	0620	26 41 37 17 28 08 	18
17/07/2019	0619	22 07 33 40 34 09 	32
14/07/2019	0618	16 18 14 08 28 35 	37
10/07/2019	0617	38 20 27 31 22 39 	19
07/07/2019	0616	32 37 14 39 05 25 	28
03/07/2019	0615	21 36 22 09 23 15 	27
30/06/2019	0614	07 19 08 12 26 42 	20
26/06/2019	0613	35 28 22 25 40 34 	15
23/06/2019	0612	01 07 14 25 24 22 	27
19/06/2019	0611	33 13 11 27 30 21 	36
16/06/2019	0610	12 11 28 09 45 15 	04
12/06/2019	0609	06 28 44 27 23 16 	24
09/06/2019	0608	11 26 41 02 23 03 	40
05/06/2019	0607	45 42 32 41 15 40 	05
02/06/2019	0606	19 42 11 31 09 03 	35
29/05/2019	0605	16 13 37 03 27 24 	23
26/05/2019	0604	33 04 01 36 12 27 	16
22/05/2019	0603	18 34 11 10 16 44 	04
19/05/2019	0602	04 02 20 03 13 19 	06
15/05/2019	0601	31 29 30 38 40 01 	32
12/05/2019	0600	44 16 37 20 14 32 	15
08/05/2019	0599	32 10 35 21 45 12 	19
05/05/2019	0598	05 10 25 07 41 08 	21
01/05/2019	0597	38 03 42 10 23 34 	32
28/04/2019	0596	14 19 34 33 20 35 	09
24/04/2019	0595	38 25 08 17 36 43 	34
21/04/2019	0594	36 09 14 07 11 26 	34
17/04/2019	0593	34 21 23 26 18 16 	44
14/04/2019	0592	05 36 29 13 08 24 	22
10/04/2019	0591	31 45 41 13 43 04 	03
07/04/2019	0590	30 20 12 09 17 16 	40
03/04/2019	0589	41 39 01 17 43 06 	08
31/03/2019	0588    17 27 43 01 37 25 	26
27/03/2019	0587	44 23 40 37 01 28 	07
24/03/2019	0586	24 28 17 43 26 36 	23
20/03/2019	0585	13 44 43 12 16 15 	03
17/03/2019	0584	24 07 41 11 04 12 	18
13/03/2019	0583	10 15 26 25 02 08 	05
10/03/2019	0582	24 43 21 25 37 04 	18
06/03/2019	0581	30 23 27 45 08 05 	01
03/03/2019	0580	42 29 17 32 14 41 	01
27/02/2019	0579	41 45 06 32 05 38 	33
24/02/2019	0578	15 45 04 41 22 39 	28
20/02/2019	0577	09 41 10 15 01 19 	03
17/02/2019	0576	40 10 28 25 31 42 	44
13/02/2019	0575	13 05 35 33 40 30 	32
10/02/2019	0574	01 43 12 20 33 19 	42
06/02/2019	0573	26 01 37 09 27 20 	22
03/02/2019	0572	40 37 24 08 16 32 	44
30/01/2019	0571	24 36 33 43 42 37 	29
27/01/2019	0570	35 04 15 32 25 43 	26
23/01/2019	0569	35 02 29 17 03 31 	32
20/01/2019	0568	41 29 42 24 37 09 	19
16/01/2019	0567	39 21 31 17 12 07 	42
13/01/2019	0566	41 16 45 22 33 14 	24
09/01/2019	0565	43 02 10 08 45 15 	23
06/01/2019	0564	26 21 16 33 41 39 	05
02/01/2019	0563	10 39 01 29 16 08 	27
30/12/2018	0562	35 32 18 22 12 38 	10
26/12/2018	0561	17 44 11 14 31 06 	21
23/12/2018	0560	02 35 12 21 45 16 	17
19/12/2018	0559	09 03 23 40 33 05 	08
16/12/2018	0558	13 38 06 15 01 05 	14
12/12/2018	0557	26 15 05 07 22 12 	20
09/12/2018	0556	39 07 34 05 37 24 	32
05/12/2018	0555	03 45 24 14 09 29 	27
02/12/2018	0554	18 23 01 31 03 27 	33
28/11/2018	0553	03 29 30 12 44 18 	06
25/11/2018	0552	29 24 42 11 08 10 	09
21/11/2018	0551	34 11 35 25 04 31 	08
18/11/2018	0550	32 29 21 08 20 04 	03
14/11/2018	0549	37 01 21 02 27 04 	42
11/11/2018	0548	41 01 45 12 27 29 	14
07/11/2018	0547	25 26 32 30 16 14 	29
04/11/2018	0546	17 19 08 41 02 38 	07
31/10/2018	0545	18 40 29 39 02 41 	04
28/10/2018	0544	20 04 24 36 10 33 	19
24/10/2018	0543	12 02 05 39 32 27 	31
21/10/2018	0542	03 20 43 32 04 41 	05
17/10/2018	0541	19 06 26 14 30 44 	34
14/10/2018	0540	39 26 07 37 23 32 	36
10/10/2018	0539	17 06 05 02 38 30 	43
07/10/2018	0538	38 13 06 29 19 35 	17
03/10/2018	0537	39 16 10 34 27 40 	17
30/09/2018	0536	45 36 21 02 26 09 	41
26/09/2018	0535	36 13 28 25 43 05 	27
23/09/2018	0534	01 33 03 44 10 26 	35
19/09/2018	0533	44 08 10 17 20 45 	24
16/09/2018	0532	26 44 30 11 32 19 	43
12/09/2018	0531	25 42 04 03 41 40 	37
09/09/2018	0530	35 23 11 24 28 42 	33
05/09/2018	0529	34 30 33 22 05 16 	41
02/09/2018	0528	16 31 17 09 02 29 	36
29/08/2018	0527	13 28 01 09 34 18 	37
26/08/2018	0526	44 40 04 39 32 15 	22
22/08/2018	0525	17 09 44 15 04 32 	37
19/08/2018	0524	27 43 26 32 35 13 	24
15/08/2018	0523	11 07 06 39 44 16 	09
12/08/2018	0522	34 06 25 20 21 22 	45
08/08/2018	0521	03 24 42 31 44 33 	39
05/08/2018	0520	38 06 10 27 20 12 	18
01/08/2018	0519	42 01 15 44 19 29 	28
29/07/2018	0518	10 27 14 08 26 32 	35
25/07/2018	0517	24 31 38 11 28 14 	21
22/07/2018	0516	33 28 23 39 22 13 	19
18/07/2018	0515	15 13 34 25 05 10 	28
15/07/2018	0514	07 04 24 36 42 08 	30
11/07/2018	0513	13 22 30 26 05 37 	02
08/07/2018	0512	40 15 23 25 24 14 	20
04/07/2018	0511	34 40 32 31 14 38 	20
01/07/2018	0510	15 09 35 38 44 36 	01
27/06/2018	0509	27 24 17 45 38 25 	32
24/06/2018	0508	27 45 17 38 33 05 	18
20/06/2018	0507	37 26 02 11 44 43 	41
17/06/2018	0506	26 03 23 08 44 41 	17
13/06/2018	0505	34 35 07 13 30 01 	22
10/06/2018	0504	26 34 36 28 32 08 	02
06/06/2018	0503	14 16 35 31 36 38 	11
03/06/2018	0502	30 24 35 02 08 42 	29
30/05/2018	0501	22 26 14 09 20 13 	38
27/05/2018	0500	12 28 05 10 14 01 	42
23/05/2018	0499	06 41 07 35 01 03 	12
20/05/2018	0498	18 45 25 26 28 16 	17
16/05/2018	0497	19 41 37 35 34 02 	13
13/05/2018	0496	29 24 21 44 01 19 	25
09/05/2018	0495	11 30 35 31 14 45 	23
06/05/2018	0494	11 09 23 05 15 31 	17
02/05/2018	0493	43 19 01 23 05 28 	35
29/04/2018	0492	41 32 20 19 28 34 	07
25/04/2018	0491	25 02 36 04 18 23 	43
22/04/2018	0490	15 41 45 36 32 26 	11
18/04/2018	0489	13 32 23 09 14 12 	36
15/04/2018	0488	18 43 03 24 08 13 	20
11/04/2018	0487	23 12 21 03 27 36 	17
08/04/2018	0486	09 01 23 17 22 20 	33
04/04/2018	0485	11 01 18 19 14 02 	33
01/04/2018	0484	30 16 39 44 32 03 	11
28/03/2018	0483	36 40 25 41 05 44 	01
25/03/2018	0482	02 20 06 08 41 43 	32
21/03/2018	0481	21 02 19 20 17 33 	05
18/03/2018	0480	32 05 28 11 38 26 	14
14/03/2018	0479	14 08 03 41 27 35 	07
11/03/2018	0478	35 22 36 13 21 17 	16
07/03/2018	0477	38 12 33 13 32 30 	25
04/03/2018	0476	31 26 45 36 44 05 	43
28/02/2018	0475	18 03 22 30 02 36 	23
25/02/2018	0474	42 28 06 11 27 26 	08
21/02/2018	0473	08 13 07 44 25 23 	09
18/02/2018	0472	11 21 45 04 18 27 	43
14/02/2018	0471	39 44 26 38 22 43 	27
11/02/2018	0470	38 05 10 37 25 04 	44
07/02/2018	0469	36 01 04 25 06 02 	12
04/02/2018	0468	16 42 26 28 41 17 	20
31/01/2018	0467	35 06 17 43 34 04 	32
28/01/2018	0466	41 25 18 16 19 10 	26
24/01/2018	0465	37 36 24 20 13 17 	05
21/01/2018	0464	45 03 44 24 12 02 	17
17/01/2018	0463	01 34 35 07 11 04 	33
14/01/2018	0462	42 23 29 08 01 06 	32
10/01/2018	0461	09 05 26 22 42 43 	33
07/01/2018	0460	14 22 23 33 12 15 	25
03/01/2018	0459	14 30 12 37 38 20 	23
31/12/2017	0458	10 03 31 39 01 17 	22
27/12/2017	0457	33 42 34 16 44 01 	19
24/12/2017	0456	45 43 27 11 41 25 	01 	37 17 13 	Promoción Sí o Sí
20/12/2017	0455	15 31 30 10 32 25 	22 	27 44 13 05 	Promoción Sí o Sí
17/12/2017	0454	42 09 30 24 01 37 	23
13/12/2017	0453	27 41 14 26 12 06 	19
10/12/2017	0452	43 11 12 33 01 35 	38
06/12/2017	0451	02 43 21 05 30 27 	38
03/12/2017	0450	45 14 35 42 08 09 	22
29/11/2017	0449	43 08 07 37 03 27 	20
26/11/2017	0448	14 01 27 11 23 37 	03
22/11/2017	0447	41 25 06 03 08 24 	20
19/11/2017	0446	42 03 20 11 36 15 	12
15/11/2017	0445	21 45 44 38 34 36 	19
12/11/2017	0444	28 23 05 21 04 01 	17
08/11/2017	0443	36 38 05 45 35 29 	34
05/11/2017	0442	34 13 19 22 44 05 	16
01/11/2017	0441	16 01 21 11 15 25 	13
29/10/2017	0440	17 13 38 31 03 22 	45
25/10/2017	0439	03 37 38 18 36 32 	13
22/10/2017	0438	42 18 24 45 17 32 	25
18/10/2017	0437	34 19 05 18 23 02 	35
15/10/2017	0436	23 39 45 31 21 33 	08
11/10/2017	0435	19 44 25 13 40 30 	42
08/10/2017	0434	26 05 24 35 09 06 	32
04/10/2017	0433	33 20 26 19 16 04 	43
01/10/2017	0432	30 17 33 35 19 14 	26
27/09/2017	0431	35 24 45 29 22 31 	41
24/09/2017	0430	21 02 26 09 36 42 	29
20/09/2017	0429	35 15 08 42 45 03 	11
17/09/2017	0428	18 16 45 27 22 05 	35
13/09/2017	0427	35 19 08 18 16 25 	37
10/09/2017	0426	22 13 34 42 02 10 	05
06/09/2017	0425	37 09 17 36 13 21 	41
03/09/2017	0424	31 09 43 01 03 44 	06
30/08/2017	0423	41 08 32 26 12 36 	40
27/08/2017	0422	39 08 21 03 11 22 	33
23/08/2017	0421	41 10 08 36 25 13 	26
20/08/2017	0420	05 25 20 44 09 30 	11
16/08/2017	0419	43 13 04 40 19 06 	30
13/08/2017	0418	13 08 18 15 10 43 	01
09/08/2017	0417	24 36 18 31 02 01 	05
06/08/2017	0416	29 26 44 28 13 11 	38
02/08/2017	0415	15 11 22 44 14 20 	32
30/07/2017	0414	30 41 23 03 26 28 	15
26/07/2017	0413	02 18 25 15 30 32 	10
23/07/2017	0412	27 31 05 09 38 13 	41 	39 02 37 	Promoción Sí o Sí
19/07/2017	0411	40 15 36 35 06 38 	24 	30 23 27 	Promoción Sí o Sí
16/07/2017	0410	22 40 31 32 16 34 	01
12/07/2017	0409	12 36 35 08 17 02 	32
09/07/2017	0408	30 08 23 16 35 38 	41
05/07/2017	0407	38 12 37 24 21 34 	30
02/07/2017	0406	08 16 37 07 22 20 	39
28/06/2017	0405	22 15 09 10 38 30 	03
25/06/2017	0404	04 25 03 31 43 01 	26
21/06/2017	0403	23 10 45 17 35 22 	32
18/06/2017	0402	18 25 36 22 01 06 	12
14/06/2017	0401	39 13 03 05 02 35 	42
11/06/2017	0400	41 03 28 01 13 09 	37
07/06/2017	0399	29 27 05 24 38 34 	13
04/06/2017	0398	44 03 01 31 36 04 	12
31/05/2017	0397	13 19 05 44 43 24 	16
28/05/2017	0396	41 35 16 31 37 29 	04 	38 28 	Promoción Sí o Sí
24/05/2017	0395	18 36 43 42 02 28 	05 	25 40 23 07 	Promoción Sí o Sí
21/05/2017	0394	29 34 43 22 15 02 	40 	36 	Promoción Sí o Sí
17/05/2017	0393	34 23 22 16 11 31 	37 	29 	Promoción Sí o Sí
14/05/2017	0392	17 22 14 05 15 33 	40
10/05/2017	0391	22 05 10 24 27 41 	21
07/05/2017	0390	03 21 04 33 43 45 	35
03/05/2017	0389	05 10 24 36 39 43 	38
30/04/2017	0388	04 10 15 28 44 45 	23
26/04/2017	0387	02 05 09 17 24 26 	39
23/04/2017	0386	01 09 13 34 36 39 	40
19/04/2017	0385	12 13 19 23 24 42 	27
16/04/2017	0384	11 15 20 31 36 45 	38
12/04/2017	0383	05 10 25 32 33 41 	40
09/04/2017	0382	11 13 15 20 37 43 	29
05/04/2017	0381	04 16 19 22 23 30 	32
02/04/2017	0380	03 07 18 28 34 44 	06
29/03/2017	0379	02 17 28 31 34 41 	33
26/03/2017	0378	08 12 18 23 32 33 	44
22/03/2017	0377	08 11 13 18 20 30 	05
19/03/2017	0376	05 08 17 19 26 34 	22
15/03/2017	0375	13 22 23 27 32 42 	17
12/03/2017	0374	01 03 14 29 32 35 	21
08/03/2017	0373	02 18 20 26 29 33 	07
05/03/2017	0372	01 14 19 37 43 44 	41
01/03/2017	0371	01 02 14 19 32 39 	37
26/02/2017	0370	03 23 26 33 41 45 	38
22/02/2017	0369	11 23 30 37 38 42 	31
19/02/2017	0368	25 29 30 36 40 44 	16
15/02/2017	0367	11 17 31 33 38 44 	10
12/02/2017	0366	12 16 17 24 25 31 	15
08/02/2017	0365	11 16 23 29 33 44 	28
05/02/2017	0364	24 25 30 36 37 40 	01
01/02/2017	0363	04 23 29 37 39 43 	26
29/01/2017	0362	11 14 27 31 32 43 	45
25/01/2017	0361	09 18 19 26 31 38 	29
22/01/2017	0360	01 04 10 11 25 32 	37
18/01/2017	0359	12 16 32 33 39 44 	42
15/01/2017	0358	01 05 10 23 27 36 	44
11/01/2017	0357	08 09 20 24 40 41 	11
08/01/2017	0356	03 19 35 39 43 44 	07
04/01/2017	0355	11 13 22 26 42 45 	08
01/01/2017	0354	04 07 12 20 35 38 	11
28/12/2016	0353	10 24 29 38 39 45 	14
25/12/2016	0352	03 29 31 36 37 38 	44
21/12/2016	0351	03 10 32 42 43 44 	41
18/12/2016	0350	01 04 10 11 19 45 	09 	06 	Promoción Sí o Sí
14/12/2016	0349	07 08 12 16 17 20 	13 	05 36 42 43 	Promoción Sí o Sí
11/12/2016	0348	02 06 15 27 40 43 	09
07/12/2016	0347	08 10 22 28 31 36 	35
04/12/2016	0346	01 06 15 25 26 28 	08
30/11/2016	0345	01 20 25 27 38 44 	18
27/11/2016	0344	05 24 26 27 34 43 	41
23/11/2016	0343	04 08 12 17 25 43 	30
20/11/2016	0342	05 27 29 34 35 41 	16
16/11/2016	0341	06 10 13 34 35 39 	08
13/11/2016	0340	14 22 23 27 28 40 	41
09/11/2016	0339	14 18 19 20 36 45 	04
06/11/2016	0338	11 14 28 38 39 40 	03
02/11/2016	0337	07 09 26 34 35 45 	03
30/10/2016	0336	14 18 26 27 30 32 	41
26/10/2016	0335	03 07 08 28 30 39 	01
23/10/2016	0334	08 11 19 24 33 38 	17
19/10/2016	0333	14 17 23 30 32 43 	36
16/10/2016	0332	01 16 24 34 39 45 	25
12/10/2016	0331	01 29 30 31 40 42 	20
09/10/2016	0330	02 04 07 14 23 42 	39
05/10/2016	0329	02 11 21 23 25 33 	27
02/10/2016	0328	02 05 31 34 35 43 	08
28/09/2016	0327	07 08 23 27 32 43 	18
25/09/2016	0326	06 21 25 39 44 45 	02
21/09/2016	0325	11 17 20 35 36 37 	25
18/09/2016	0324	05 06 11 13 21 42 	40
14/09/2016	0323	02 14 16 26 42 43 	10
11/09/2016	0322	12 17 21 25 41 43 	35
07/09/2016	0321	03 05 06 16 28 42 	45
04/09/2016	0320	03 05 13 15 23 32 	12
31/08/2016	0319	10 16 18 19 28 35 	08
28/08/2016	0318	03 05 06 15 16 27 	20
24/08/2016	0317	14 16 25 27 29 41 	33
21/08/2016	0316	26 29 31 32 39 41 	02
17/08/2016	0315	17 25 29 42 44 45 	27
14/08/2016	0314	08 22 24 29 31 32 	26
10/08/2016	0313	01 15 17 32 37 40 	22
07/08/2016	0312	02 06 34 37 41 42 	36
03/08/2016	0311	01 08 14 36 37 41 	06
31/07/2016	0310	17 18 21 34 35 42 	22
27/07/2016	0309	09 24 27 30 31 35 	32
24/07/2016	0308	01 04 10 13 23 42 	39 	03 44 	Promoción Sí o Sí
20/07/2016	0307	10 13 15 36 37 43 	12 	04 18 21 22 	Promoción Sí o Sí
17/07/2016	0306	18 19 25 30 37 44 	14
13/07/2016	0305	03 10 12 25 30 41 	33
10/07/2016	0304	02 07 15 41 43 45 	40
06/07/2016	0303	09 18 21 26 27 40 	24
03/07/2016	0302	10 15 31 32 41 44 	05
29/06/2016	0301	05 26 31 41 44 45 	07
26/06/2016	0300	02 15 24 31 33 40 	22
22/06/2016	0299	04 06 14 21 43 45 	01
19/06/2016	0298	01 04 12 19 31 45 	37
15/06/2016	0297	06 20 32 35 43 45 	14
12/06/2016	0296	01 08 11 12 15 36 	22
08/06/2016	0295	05 15 22 30 33 45 	44
05/06/2016	0294	15 18 20 29 30 45 	34
01/06/2016	0293	04 06 18 20 34 44 	39
29/05/2016	0292	02 17 19 27 37 42 	43
25/05/2016	0291	05 08 11 12 33 44 	45
22/05/2016	0290	05 08 15 19 34 42 	31
18/05/2016	0289	10 12 16 28 39 41 	08
15/05/2016	0288 	02 04 19 20 27 44 	24
11/05/2016	0287	04 06 17 18 27 41 	31
08/05/2016	0286	08 16 22 35 38 45 	21
04/05/2016	0285	05 12 15 21 34 35 	23
01/05/2016	0284	07 09 26 32 40 43 	22
27/04/2016	0283	15 20 22 30 35 36 	19
24/04/2016	0282	02 04 08 25 29 35 	31
20/04/2016	0281	01 22 29 38 39 43 	32
17/04/2016	0280	01 05 06 24 26 33 	02
13/04/2016	0279	04 09 13 36 39 45 	10
10/04/2016	0278	04 11 13 20 22 42 	37
06/04/2016	0277	04 13 26 28 35 38 	15
03/04/2016	0276	04 10 14 25 30 40 	37
30/03/2016	0275	01 07 08 09 26 34 	37
27/03/2016	0274	15 27 28 31 32 38 	40
23/03/2016	0273	03 12 16 23 32 42 	08
20/03/2016	0272	04 08 09 13 32 45 	36
16/03/2016	0271	13 20 23 27 42 43 	10
13/03/2016	0270	01 05 07 36 37 45 	34
09/03/2016	0269	01 14 15 27 34 35 	23
